f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, class
1,0.828557,0,96.70586,72.42804,0.7393699,0.3007003,-0.6154289,-0.7285784,-0.0457854,-0.5520325,-0.8325647,0.07712936,-0.4386213,-0.8953561,0.2028202,-0.473685,-0.8570219,-0.2297695,-0.8063896,0.5449237,0,1,1,1,0,34.69046,79.70065,89.06104,80.90216,27.5483,75.59215,18.20768,20.49355,60.37456,W
1,0.8652176,0,96.70586,73.33913,0.6485758,0.3321511,-0.6176254,-0.7128917,-0.01888992,-0.535339,-0.844426,0.09673383,-0.4454785,-0.8900514,0.2172673,-0.4614474,-0.8601519,-0.2731541,-0.6959373,0.664122,0,1,1,1,0,34.76836,80.4321,88.91227,80.80045,25.3274,80.20657,17.97062,19.27914,61.67919,W
1,0.7620162,0,96.70586,76.42704,0.8037394,0.3667485,-0.5977432,-0.7128805,-0.05059526,-0.4528441,-0.890153,0.06713602,-0.3722213,-0.9257128,0.1884294,-0.4180487,-0.8886674,-0.2074235,-0.7570819,0.619518,0,1,1,1,0,34.3872,81.77119,90.40673,82.24506,26.60325,80.52986,17.84658,19.30713,64.90955,W
1,0.6700525,0,96.70586,76.52216,1,0.3238866,-0.6050829,-0.7273048,-0.076166,-0.3717942,-0.9251853,0.06388783,-0.3247152,-0.9436516,0.1786981,-0.3751179,-0.9095898,-0.2439302,-0.8276948,0.5053903,0,1,1,1,0,33.53302,82.59509,91.0731,83.22179,28.46441,78.95535,17.63128,19.45993,67.09413,W
0.6063433,0.6273267,0,96.70586,78.71428,0.9541154,0.2924558,-0.6469088,-0.7042575,-0.07032532,-0.3395902,-0.9379407,0.08458083,-0.2864773,-0.9543463,0.2007714,-0.3453124,-0.9167607,-0.2896891,-0.7894539,0.5411496,0,1,1,1,0,33.45298,83.27669,91.52531,83.38139,28.09394,80.22779,17.98638,19.94248,68.99387,W
0.9702694,0.823179,0,96.70586,75.78598,0.622386,0.3270883,-0.6308743,-0.70357,-0.02262181,-0.4928081,-0.8698439,0.0927865,-0.3994641,-0.9120412,0.2106784,-0.4198105,-0.8828215,-0.2359454,-0.6926857,0.6815543,0,1,1,1,0,35.10799,81.02276,89.70942,81.71165,25.91939,84.10745,17.66184,19.37268,63.69584,W
1,0.8158095,0,96.70586,75.70284,0.630595,0.3274975,-0.6266845,-0.7071153,-0.02642957,-0.4876137,-0.8726594,0.09121543,-0.3996543,-0.9121163,0.2110586,-0.4238623,-0.8807923,-0.2258802,-0.6843354,0.6932988,0,1,1,1,0,35.09498,81.1127,89.80087,81.77901,25.66514,83.42278,17.75563,19.45849,63.51411,W
1,0.8147618,0,96.70586,75.50993,0.6825173,0.3422014,-0.6192224,-0.7067261,-0.02783953,-0.4902781,-0.8711213,0.09159579,-0.4010174,-0.9114797,0.2120368,-0.4259858,-0.879532,-0.2341014,-0.7039523,0.6705577,0,1,1,1,0,34.833,81.06783,89.75426,81.68079,25.88238,82.43378,17.84161,19.49753,63.51012,W
1,0.8589846,0,96.70586,74.25451,0.6039734,0.315019,-0.6312866,-0.708689,-0.02514825,-0.5130867,-0.8579683,0.1037498,-0.4515784,-0.8861789,0.2216794,-0.4627281,-0.8583361,-0.2786681,-0.6598842,0.6977801,0,1,1,1,0,35.09373,80.81624,88.79102,80.75378,25.30782,82.12812,17.85647,19.0884,62.40344,W
1,0.835243,0,96.70586,72.1869,0.7684728,0.3319334,-0.6152055,-0.7150821,-0.02177185,-0.5485945,-0.8358051,0.1016838,-0.4515673,-0.8864239,0.2261681,-0.4859822,-0.8441975,-0.2597227,-0.8003317,0.5403826,0,1,1,1,0,34.24239,80.15302,88.69944,80.08122,27.43881,75.33385,18.50601,19.64695,61.41072,W
1,0.8352289,0,96.70586,72.7348,0.7495922,0.3362685,-0.6163018,-0.7121064,-0.02324538,-0.5481623,-0.8360489,0.1023482,-0.446764,-0.8887783,0.2292333,-0.482801,-0.8451954,-0.2466998,-0.7891372,0.5624958,0,1,1,1,0,34.36449,80.17565,88.83576,80.19875,27.11904,76.22268,18.57468,19.92909,61.55683,W
1,0.7837827,0,96.70586,76.22308,0.6809424,0.3426448,-0.6161947,-0.7091534,-0.02510501,-0.4510501,-0.8921455,0.09315901,-0.3756254,-0.9220775,0.210673,-0.4103235,-0.8872719,-0.2416722,-0.7027671,0.6691135,0,1,1,1,0,35.06096,82.00526,90.25991,81.95639,25.98943,83.12723,17.84239,18.96677,64.36204,W
1,0.8472291,0,96.70586,74.72954,0.6800787,0.3602307,-0.6225974,-0.6946988,0.01678118,-0.4919665,-0.8704523,0.1300817,-0.4121213,-0.9017953,0.2342771,-0.4121022,-0.8805032,-0.2941967,-0.6954772,0.6555606,0,1,1,1,0,34.43218,81.42292,89.3025,81.20342,25.32142,82.77277,17.33439,18.52351,64.67846,W
1,0.9018767,0,96.70586,72.792,0.4945589,0.3156475,-0.6323552,-0.7074557,0.0147856,-0.5289478,-0.8485255,0.1354047,-0.4606294,-0.8772036,0.2537827,-0.4621071,-0.849736,-0.3059258,-0.6511005,0.6946061,0,1,1,1,0,35.43115,80.88997,88.25162,79.87646,24.70562,81.85485,18.08297,18.39643,61.98607,W
1,0.9356308,0,96.70586,72.00045,0.3852309,0.2855466,-0.6304533,-0.7217976,0.02267123,-0.5327576,-0.8459641,0.1349746,-0.4723424,-0.8710192,0.2518682,-0.478837,-0.840998,-0.3337769,-0.5917377,0.7337844,0,1,1,1,0,36.27114,80.84775,88.12821,79.59232,24.13907,83.28834,18.12472,18.00991,60.26475,W
1,0.8888869,0,96.70586,72.6171,0.4109629,0.2869662,-0.6174616,-0.7323876,0.01618533,-0.473736,-0.8805181,0.1303739,-0.4061395,-0.9044631,0.2492632,-0.4235242,-0.8709162,-0.2998527,-0.6199949,0.7250481,0,1,1,1,0,36.31101,81.98817,89.49876,80.80582,24.36264,84.99148,18.21795,18.23456,61.59868,W
1,0.7646219,0,96.70586,75.39453,0.8211288,0.3304953,-0.6104963,-0.7197689,-0.05519278,-0.4430647,-0.894789,0.07082865,-0.3690124,-0.9267217,0.1899036,-0.3991458,-0.8970057,-0.2432167,-0.7292461,0.6395668,0,1,1,1,0,34.06324,81.70284,90.30363,82.3881,26.57144,82.4066,17.71851,19.32286,65.28904,W
1,0.7061692,0,96.70586,78.61675,1,0.3422841,-0.6341702,-0.6933035,-0.1570634,-0.4241676,-0.8918592,0.01748767,-0.368509,-0.9294597,0.1251158,-0.4601835,-0.8789637,-0.3046511,-0.8396868,0.4495708,0,1,1,1,0,32.20134,81.10991,90.41586,82.11432,29.20154,73.894,18.06849,21.46482,68.48181,W
1,0.7193174,0,96.70586,77.12539,1,0.3207691,-0.6307533,-0.7065814,-0.1513708,-0.4914851,-0.8576301,3.560282E-06,-0.3980152,-0.9173788,0.1223729,-0.4852999,-0.8657418,-0.2643326,-0.8264785,0.4970529,0,1,1,1,0,32.64816,79.83549,89.94751,82.02696,29.52286,74.67188,18.29083,21.68556,65.4541,W
1,0.7436638,0,96.70586,76.88057,1,0.3325936,-0.6302756,-0.7015228,-0.1308434,-0.5143341,-0.8475497,0.01364599,-0.4196163,-0.907599,0.1390355,-0.4968642,-0.8566184,-0.2610327,-0.825453,0.5004889,0,1,1,1,0,32.66175,79.63,89.53823,81.63564,29.38822,74.60589,18.31971,21.34237,65.1452,W
1,0.6933416,0,96.70586,76.84196,1,0.3625191,-0.6304066,-0.6864164,-0.1353862,-0.5078413,-0.8507454,0.03107079,-0.4270796,-0.9036801,0.1576876,-0.5097786,-0.8457307,-0.2328184,-0.9132873,0.3342182,0,1,1,1,0,31.76038,79.86581,89.42359,81.25338,31.81778,69.67085,18.62393,21.71806,66.86802,W
1,0.7569119,0,96.70586,76.62646,1,0.3539867,-0.6218287,-0.698586,-0.1130408,-0.5334755,-0.8382277,0.04162909,-0.4330383,-0.9004137,0.1723656,-0.4999812,-0.8487101,-0.2462226,-0.8252199,0.5083175,0,1,1,1,0,32.44418,79.51376,89.26823,81.17274,29.38509,74.35775,18.59865,21.7498,65.16445,W
1,0.7606515,0,96.70586,75.61279,1,0.3466733,-0.6078662,-0.7143642,-0.09451323,-0.5331896,-0.8406998,0.04311962,-0.4323598,-0.9006696,0.1682733,-0.4966566,-0.8514789,-0.2155325,-0.7959712,0.5656638,0,1,1,1,0,33.27733,79.60734,89.25983,81.11668,29.07849,75.1459,18.20055,21.147,63.75151,W
1,0.7400978,0,96.70586,76.36658,1,0.3449337,-0.6191426,-0.7054667,-0.1082043,-0.4647161,-0.8788235,0.03249226,-0.3981843,-0.9167297,0.1491098,-0.4776284,-0.8658161,-0.249366,-0.8050218,0.5382903,0,1,1,1,0,33.00984,80.85375,89.96282,81.55107,28.54368,75.96587,18.10694,20.27859,65.85378,W
1,0.7252717,0,96.70586,76.40865,1,0.3327575,-0.6226973,-0.7081811,-0.09251183,-0.4328448,-0.8967089,0.05741845,-0.3837052,-0.9216688,0.1562665,-0.4463769,-0.881095,-0.2546404,-0.8006614,0.5423095,0,1,1,1,0,33.26158,81.43421,90.11053,82.05489,28.05223,77.9531,17.13416,20.03901,66.38158,W
1,0.772718,0,96.70586,74.63857,0.818195,0.3100535,-0.6213682,-0.7195612,-0.07117595,-0.4709676,-0.8792744,0.05525856,-0.3890277,-0.9195672,0.1808029,-0.417836,-0.8903501,-0.2343688,-0.742341,0.627695,0,1,1,1,0,34.01731,81.04965,90.00435,82.30748,26.53891,81.54636,17.87952,19.73913,64.45018,W
1,0.8367471,0,96.70586,74.12663,0.7901917,0.346153,-0.6119373,-0.7111335,-0.03669605,-0.5373442,-0.8425643,0.06871279,-0.4350339,-0.8977885,0.1836258,-0.4512427,-0.8733051,-0.2366418,-0.7242954,0.6476085,0,1,1,1,0,34.12269,79.91882,89.12926,81.51218,26.16986,80.67056,17.42386,19.53238,62.30174,W
1,0.8642167,0,96.70586,73.50945,0.7416025,0.3383348,-0.626494,-0.7021644,-0.03603036,-0.5651472,-0.824203,0.07831145,-0.4704731,-0.8789325,0.1966051,-0.4901391,-0.8491821,-0.2633721,-0.6949725,0.6690653,0,1,1,1,0,34.08126,79.42648,88.39533,80.50185,25.86546,79.42979,17.76327,19.63522,61.652,W
1,0.8470843,0,96.70586,72.40015,0.7600238,0.3326563,-0.6174606,-0.7127988,-0.02769931,-0.5670167,-0.8232405,0.08595204,-0.464174,-0.8815639,0.2128847,-0.4954729,-0.8421322,-0.2370441,-0.7618435,0.6028305,0,1,1,1,0,34.03343,79.41477,88.49746,80.26266,26.81516,76.5217,18.29869,19.83451,61.08421,W
